Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
"Tuesday after Fourth Sunday after Epiphany (Consecration of the Rt Revd Kevin Pearson, Bishop of Argyll and the Isles, 2011)",04/02/2014,,,,TRUE,FALSE,"Tuesday after Fourth Sunday after Epiphany
(Consecration of the Rt Revd Kevin Pearson, Bishop of Argyll and the Isles, 2011)
Week of Proper 4

Daily Eucharist (Green)
2 Samuel 18:9-14, 24 - 19:3
Psalm 86:1-6
Mark 5:21-43

Daily Prayer: Week D 
Genesis 21:1-21
Hebrews 11:13-22
John 6:41-51",Normal,Normal,3
Wednesday after Fourth Sunday after Epiphany,05/02/2014,,,,TRUE,FALSE,"Wednesday after Fourth Sunday after Epiphany
Week of Proper 4

Daily Eucharist (Green)
2 Samuel 24:2, 9-17
Psalm 32:1-8
Mark 6:1-6

Daily Prayer: Week D 
Genesis 22:1-18
Hebrews 11:23-31
John 6:52-59",Normal,Normal,3
"Paul Miki, Priest, and the Martyrs of Japan, 1597 [6] Red",06/02/2014,,,,TRUE,FALSE,"Thursday after Fourth Sunday after Epiphany
Paul Miki, Priest, and the Martyrs of Japan, 1597 [6] Red
Week of Proper 4

Daily Eucharist (Green)
1 Kings 2:1-4, 10-12
Psalm 132:10-19
Mark 6:7-13

Daily Prayer: Week D 
Genesis 23:1-20
Hebrews 11:32 - 12:2
John 6:60-71",Normal,Normal,3
Friday after Fourth Sunday after Epiphany,07/02/2014,,,,TRUE,FALSE,"Friday after Fourth Sunday after Epiphany
Week of Proper 4

Daily Eucharist (Green)
Sirach 47:2-11
Psalm 18:31-33, 46-50
Mark 6:14-29

Daily Prayer: Week D 
Genesis 24:1-27
Hebrews 12:3-11
John 7:1-13",Normal,Normal,3
Saturday after Fourth Sunday after Epiphany,08/02/2014,,,,TRUE,FALSE,"Saturday after Fourth Sunday after Epiphany
Week of Proper 4

Daily Eucharist (Green)
1 Kings 3:3-14
Psalm 119:9-16
Mark 6:30-34

Daily Prayer: Week D 
Genesis 24:28-38, 49-67
Hebrews 12:12-29
John 7:14-36",Normal,Normal,3
Fifth Sunday after Epiphany [3] Green,09/02/2014,,,,TRUE,FALSE,"Fifth Sunday after Epiphany [3] Green
Week of Proper 5 (if before Lent)

Eucharist
Isaiah 58:1-9a, (9b-12)
Psalm 112:1-9, (10)
1 Corinthians 2:1-12, (13-16)
Matthew 5:13-20

Daily Prayer: Week A
Numbers 13:1-2, 27-33
Philippians 2:12-28
Luke 5:1-11

Alternative Psalms
Morning: Psalms 1 and 3
Evening: Psalm 4",Normal,Normal,3
"Scholastica, Religious, 543 [6] White",10/02/2014,,,,TRUE,FALSE,"Scholastica, Religious, 543 [6] White
Monday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist (Green)
1 Kings 8:1-7, 9-13
Psalm 132:6-10
Mark 6:53-56

Daily Prayer: Week A 
Genesis 25:19-34
Hebrews 13:1-16
John 7:37-52",Normal,Normal,3
Tuesday after Fifth Sunday after Epiphany,11/02/2014,,,,TRUE,FALSE,"Tuesday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist (Green)
1 Kings 8:22-23, 27-30
Psalm 84
Mark 7:1-13

Daily Prayer: Week A 
Genesis 26:1-6, 12-33
Hebrews 13:17-25
John 7:53 - 8:11",Normal,Normal,3
Wednesday after Fifth Sunday after Epiphany,12/02/2014,,,,TRUE,FALSE,"Wednesday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist  (Green)
1 Kings 10:1-10
Psalm 37:1-7, 32-33, 41-42
Mark 7:14-23

Daily Prayer: Week A 
Genesis 27:1-29
Romans 12:1-8
John 8:12-20",Normal,Normal,3
Thursday after Fifth Sunday after Epiphany,13/02/2014,,,,TRUE,FALSE,"Thursday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist (Green)
1 Kings 11:4-13
Psalm 132:11-19
Mark 7:24-30

Daily Prayer: Week A 
Genesis 27:30-45
Romans 12:9-21
John 8:21-32",Normal,Normal,3
"Cyril, Monk, 869, and Methodius, Bishop, 885, 'Apostles of the Slavs' [6] White",14/02/2014,,,,TRUE,FALSE,"Cyril, Monk, 869, and Methodius, Bishop, 885, 'Apostles of the Slavs' [6] White
Friday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist (Green)
1 Kings 11:29-32; 12:19
Psalm 81:8-16
Mark 7:31-37

Daily Prayer: Week A 
Genesis 27:46 - 28:4, 10-22
Romans 13:1-14
John 8:33-47",Normal,Normal,3
"Thomas Bray, Priest and Missionary, 1730 [6] White",15/02/2014,,,,TRUE,FALSE,"Thomas Bray, Priest and Missionary, 1730 [6] White
Saturday after Fifth Sunday after Epiphany
Week of Proper 5 (if before Lent)

Daily Eucharist (Green)
1 Kings 12:26-33; 13:33-34
Psalm 106:19-22
Mark 8:1-10

Daily Prayer: Week A 
Genesis 29:1-30
Romans 14:1-23
John 8:47-59",Normal,Normal,3
Sixth Sunday after Epiphany [3] Green | SPB Septuagesima [3] Violet,16/02/2014,,,,TRUE,FALSE,"Sixth Sunday after Epiphany [3] Green
SPB Septuagesima [3] Violet
Week of Proper 6 (if before Lent)

Eucharist
Deuteronomy 30:15-20 or Sirach 15:15-20
Psalm 119:1-8
1 Corinthians 3:1-9
Matthew 5:21-37

Daily Prayer: Week B 
Numbers 22:1 - 23:12
Philippians 3:17-21
Luke 6:17-26

Alternative Psalms
Morning: Psalm 13
Evening: Psalm 6",Normal,Normal,3
"Finan of Lindisfarne, Bishop, 661 [6] White",17/02/2014,,,,TRUE,FALSE,"Finan of Lindisfarne, Bishop, 661 [6] White
Monday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 1:1-11
Psalm 119:65-72
Mark 8:11-13

Daily Prayer: Week B 
Genesis 29:31 - 30:24
1 John 1:1-10
John 9:1-17",Normal,Normal,3
"Colman of Lindisfarne, Bishop, 767 [6] White",18/02/2014,,,,TRUE,FALSE,"Colman of Lindisfarne, Bishop, 767 [6] White
Tuesday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 1:12-18
Psalm 94:12-19
Mark 8:14-21

Daily Prayer: Week B 
Genesis 31:1-24
1 John 2:1-11
John 9:18-41",Normal,Normal,3
"Martin Luther, 1545 [6] White",19/02/2014,,,,TRUE,FALSE,"Martin Luther, 1545 [6] White
Wednesday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 1:19-27
Psalm 15
Mark 8:22-26

Daily Prayer: Week B 
Genesis 31:25-50
1 John 2:12-17
John 10:1-18",Normal,Normal,3
Thursday after Sixth Sunday after Epiphany,20/02/2014,,,,TRUE,FALSE,"Thursday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 2:1-9
Psalm 72:1-4, 13-14
Mark 8:27-33

Daily Prayer: Week B 
Genesis 32:3-21
1 John 2:18-29
John 10:19-30",Normal,Normal,3
Friday after Sixth Sunday after Epiphany,21/02/2014,,,,TRUE,FALSE,"Friday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 2:14-26
Psalm 112
Mark 8:34 - 9:1

Daily Prayer: Week B 
Genesis 32:22 - 33:17
1 John 3:1-10
John 10:31-42",Normal,Normal,3
Saturday after Sixth Sunday after Epiphany,22/02/2014,,,,TRUE,FALSE,"Saturday after Sixth Sunday after Epiphany
Week of Proper 6 (if before Lent)

Daily Eucharist (Green)
James 3:1-10
Psalm 12:1-7
Mark 9:2-13

Daily Prayer: Week B 
Genesis 35:1-20
1 John 3:11-18
John 11:1-16",Normal,Normal,3
Seventh Sunday after Epiphany [3] Green | SPB Sexagesima [3] Violet,23/02/2014,,,,TRUE,FALSE,"Seventh Sunday after Epiphany [3] Green
SPB Sexagesima [3] Violet
Week of Proper 7 (if before Lent)

Eucharist
Leviticus 19:1-2, 9-18
Psalm 119:33-40
1 Corinthians 3:10-11, 16-23
Matthew 5:38-48

Daily Prayer: Week C 
Numbers 22:21 - 23:12
Philippians 4:10-20
Luke 6:27-38

Alternative Psalms
Morning: Psalm 18:1-19 or Psalm 18:19-29
Evening: Psalm 10",Normal,Normal,3
"Polycarp of Smyrna, Bishop and Martyr, 156 [6] Red (translated from 23 February)",24/02/2014,,,,TRUE,FALSE,"Polycarp of Smyrna, Bishop and Martyr, 156 [6] Red (translated from 23 February)
Monday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 3:13-18
Psalm 19:7-14
Mark 9:14-29

Daily Prayer: Week C 
Proverbs 1:20-33
1 John 3:18 - 4:6
John 11:17-29",Normal,Normal,3
Tuesday after Seventh Sunday after Epiphany,25/02/2014,,,,TRUE,FALSE,"Tuesday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 4:1-10
Psalm 51:11-18
Mark 9:30-37

Daily Prayer: Week C 
Proverbs 3:11-20
1 John 4:7-21
John 11:3-44",Normal,Normal,3
Wednesday after Seventh Sunday after Epiphany,26/02/2014,,,,TRUE,FALSE,"Wednesday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 4:13-17
Psalm 49:1-9, 16-20
Mark 9:38-41

Daily Prayer: Week C 
Proverbs 4:1-27
1 John 5:1-12
John 11:45-54",Normal,Normal,3
Thursday after Seventh Sunday after Epiphany,27/02/2014,,,,TRUE,FALSE,"Thursday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 5:1-6
Psalm 49:12-19
Mark 9:42-50

Daily Prayer: Week C 
Proverbs 6:1-19
1 John 5:13-21
John 11:55 - 12:8",Normal,Normal,3
Friday after Seventh Sunday after Epiphany,28/02/2014,,,,TRUE,FALSE,"Friday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 5:9-12
Psalm 103:1-4, 8-13
Mark 10:1-12

Daily Prayer: Week C 
Proverbs 7:1-27
Philemon 1-25
John 12:9-19",Normal,Normal,3
"David, Bishop, Patron of Wales, c.544 [6] White",01/03/2014,,,,TRUE,FALSE,"David, Bishop, Patron of Wales, c.544 [6] White
Saturday after Seventh Sunday after Epiphany
Week of Proper 7 (if before Lent)

Daily Eucharist (Green)
James 5:13-20
Psalm 141
Mark 10:13-16

Daily Prayer: Week C 
Proverbs 8:1-22
2 Timothy 1:1-14
John 12:20-26",Normal,Normal,3
Sunday before Lent (Transfiguration) [3] Green | SPB Quinquagesima [3] Violet,02/03/2014,,,,TRUE,FALSE,"Sunday before Lent (Transfiguration) [3] Green
SPB Quinquagesima [3] Violet
Week of the Beginning of Lent

Eucharist
Exodus 24:12-18
Psalm 2 or Psalm 99
2 Peter 1:16-21
Matthew 17:1-9

Daily Prayer
(See the numbered Proper which corresponds most closely to the date of the Sunday before Ash Wednesday)",Normal,Normal,3
"John and Charles Wesley, Priests, 1791 and 1788 [6] White",03/03/2014,,,,TRUE,FALSE,"John and Charles Wesley, Priests, 1791 and 1788 [6] White
Monday after Sunday before Lent
Week of the Beginning of Lent

Daily Eucharist (Green)
1 Peter 1:3-9
Psalm 111
Mark 10:17-27

Daily Prayer: Week 
Proverbs 27:1-6, 10-12
Philippians 2:1-13
John 18:15-18, 25-27",Normal,Normal,3
"Adrian of May Island, Abbot, and Companions, Martyrs, 875 [6] Red",04/03/2014,,,,TRUE,FALSE,"Adrian of May Island, Abbot, and Companions, Martyrs, 875 [6] Red
Tuesday after Sunday before Lent
Week of the Beginning of Lent

Daily Eucharist (Green)
1 Peter 1:10-16
Psalm 98
Mark 10:28-31

Daily Prayer: Week 
Proverbs 30:1-4, 24-33
Philippians 3:1-11
John 18:28-38",Normal,Normal,3
Ash Wednesday [1] Violet or Lenten Array,05/03/2014,,,,TRUE,FALSE,"ASH WEDNESDAY [1] Violet or Lenten Array
Week of the Beginning of Lent

Daily Eucharist (Green)
Joel 2:1-2, 12-17 or Isaiah 58:1-12
Psalm 51:1-17
2 Corinthians 5:20b - 6:10
Matthew 6:1-6, 16-21

Daily Prayer: Returning to God 
Amos 5:6-15
Hebrews 12:1-14
Luke 18:9-14",Normal,Normal,3
"Baldred, Bishop, 608 [6] White",06/03/2014,,,,TRUE,FALSE,"Baldred, Bishop, 608 [6] White
Thursday after Ash Wednesday
Week of the Beginning of Lent

Daily Eucharist (Green)
Deuteronomy 30:15-20
Psalm 1
Luke 9:18-25

Daily Prayer: Returning to God
Habakkuk 3:1-10, (11-15), 16-18
Philippians 3:3-12-21
John 17:1-8",Normal,Normal,3
"Perpetua and her Companions, Martyrs, 203 [6] Red",07/03/2014,,,,TRUE,FALSE,"Perpetua and her Companions, Martyrs, 203 [6] Red
Friday after Ash Wednesday
Week of the Beginning of Lent

Daily Eucharist (Green)
Isaiah 58:1-9a
Psalm 51:1-4, 17-18
Matthew 9:14-17

Daily Prayer: Returning to God 
Ezekiel 18:1-4, 25-32
Philippians 4:1-9
John 17:9-19",Normal,Normal,3
"Duthac, Bishop, 1068 [6] White",08/03/2014,,,,TRUE,FALSE,"Duthac, Bishop, 1068 [6] White
Saturday after Ash Wednesday
Week of the Beginning of Lent

Daily Eucharist (Green)
Isaiah 58:9b-14
Psalm 86:1-6
Luke 5:27-32

Daily Prayer: Returning to God 
Ezekiel 39:21-29
Philippians 4:10-20
John 17:20-26",Normal,Normal,3
First Sunday of Lent [1] Violet or Lenten Array,09/03/2014,,,,TRUE,FALSE,"FIRST SUNDAY OF LENT [1] Violet or Lenten Array
Week of Lent 1

Eucharist
Genesis 2;15-17; 3:1-7
Psalm 32
Romans 5:12-19
Matthew 4:1-11

Daily Prayer: Returning to God 
Genesis 2:15-17; 3:1-7
Romans 10:8b-13
Luke 13:31-35

Alternative Psalms
Morning: Psalm 50:1-15
Evening: Psalm 119:17-32",Normal,Normal,3
"Kessog, Bishop, c.700 [6] Red",10/03/2014,,,,TRUE,FALSE,"Kessog, Bishop, c.700 [6] Red
Monday after First Sunday of Lent
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Leviticus 19:1-2, 11-18
Psalm 19:7-14
Matthew 25:1-46

Daily Prayer: Returning to God 
Genesis 27:1-11
1 Corinthians 1:1-19
Mark 1:1-13",Normal,Normal,3
"Tuesday after First Sunday of Lent (Ordination of the Most Revd David Chillingworth Bishop of St Andrews, Dunkeld and Dunblane, 2005)",11/03/2014,,,,TRUE,FALSE,"Tuesday after First Sunday of Lent
(Ordination of the Most Revd David Chillingworth Bishop of St Andrews, Dunkeld and Dunblane, 2005)
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Isaiah 55:10-11
Psalm 34:1-8, (15-22)
Matthew 6:7-15

Daily Prayer: Returning to God 
Genesis 37:12-24
1 Corinthians 1:20-31
Mark 1:14-28",Normal,Normal,3
Wednesday after First Sunday of Lent (Ember day),12/03/2014,,,,TRUE,FALSE,"Wednesday after First Sunday of Lent (Ember day)
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Jonah 3:1-10
Psalm 51:1-2, 11-13
Luke 11:29-32

Daily Prayer: Returning to God 
Genesis 37:25-36
1 Corinthians 2:1-13
Mark 1:29-45

Ember Day Readings
Isaiah 44:1-8
Psalm 87
1 Peter 2:4-10
John 17:6-19",Normal,Normal,3
Thursday after First Sunday of Lent,13/03/2014,,,,TRUE,FALSE,"Thursday after First Sunday of Lent
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Additions to Esther 14:1, 3-5, 12-14
Psalm 138
Matthew 7:7-12

Daily Prayer: Returning to God 
Genesis 39:1-23
1 Corinthians 2:14 - 3:15
Mark 2:1-12",Normal,Normal,3
Friday after First Sunday of Lent (Ember day),14/03/2014,,,,TRUE,FALSE,"Friday after First Sunday of Lent
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Ezekiel 18:21-28
Psalm 130
Matthew 5:20-26

Daily Prayer: Returning to God 
Genesis 40:1-23
1 Corinthians 3:16-23
Mark 2:13-22

Ember Day Readings
Numbers 27:15-23
Psalm 40:8-13
1 Corinthians 3:3-11
Luke 4:16-21",Normal,Normal,3
Saturday after First Sunday of Lent,15/03/2014,,,,TRUE,FALSE,"Saturday after First Sunday of Lent
Week of Lent 1

Daily Eucharist (Violet or Lenten Array)
Deuteronomy 26:16-19
Psalm 119:1-8
Matthew 5:43-48

Daily Prayer: Returning to God 
Genesis 41:1-13
1 Corinthians 4:1-7
Mark 2:23 - 3:6

Ember Day Readings
1 Samuel 16:1-13a
Psalm 122
Ephesians 4:4-16
Luke 22:24-27",Normal,Normal,3
Second Sunday of Lent [1] Violet or Lenten Array,16/03/2014,,,,TRUE,FALSE,"SECOND SUNDAY OF LENT [1] Violet or Lenten Array)
Week of Lent 2

Eucharist
Genesis 12:1-4a
Psalm 121
Romans 4:1-5, 13-17
John 3:1-17 or Matthew 17:1-9

Daily Prayer: Returning to God 
Genesis 12:1-9
Hebrews 11:1-3, 8-16
Matthew 8:1-13

Alternative Psalms
Morning: Psalm 135:1-14
Evening: Psalm 74",Normal,Normal,3
"Patrick, Bishop, Patron of Ireland, 461 [4] White",17/03/2014,,,,TRUE,FALSE,"Patrick, Bishop, Patron of Ireland, 461 [4] White

Eucharist
Ezekiel 34:11-16
Psalm 96
1 Thessalonians 2:2-12 or 1 Corinthians 1:18-25
Matthew 28:16-20 or Luke 22:24-30

Morning Prayer: Festivals
Isaiah 8:19 - 9:2
Acts 16:6-10

Evening Prayer: Festivals
Isaiah 42:1-17
Luke 10:1-20

--

Monday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Daniel 9:3-10
Psalm 79
Luke 6:36-38

Daily Prayer: Returning to God 
Genesis 41:(14-24), 25-27
1 Corinthians 4:8-20, (21)
Mark 3:7-19a",Normal,Normal,3
"Cyril of Jerusalem, Bishop and Teacher of the Faith, 386 [6] White",18/03/2014,,,,TRUE,FALSE,"Cyril of Jerusalem, Bishop and Teacher of the Faith, 386 [6] White
Tuesday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Isaiah 1:10-20
Psalm 50:7-15
Matthew 23:1-12

Daily Prayer: Returning to God 
Genesis 42:1-17
1 Corinthians 5:1-8
Mark 3:19b-35",Normal,Normal,3
Joseph of Nazareth [4] White,19/03/2014,,,,TRUE,FALSE,"Joseph of Nazareth [4] White

Eucharist
2 Samuel 7:4-16
Psalm 89:1-4, 26-29, (30-36)
Romans 4:13-18
Luke 2:41-52 or Matthew 1:18-25

Morning Prayer: Festivals
Isaiah 63:7-16
Matthew 1:18-25

Evening Prayer: Festivals
2 Chronicles 6:12-17
Ephesians 3:14-21

--

Wednesday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Jeremiah 18:18-20
Psalm 31:1-5, 13-16
Matthew 20:17-28

Daily Prayer: Returning to God 
Genesis 42:18-28
1 Corinthians 5:9 - 6:8
Mark 4:1-20",Normal,Normal,3
"Cuthbert, Bishop, 687 [6] White",20/03/2014,,,,TRUE,FALSE,"Cuthbert, Bishop, 687 [6] White
Thursday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Jeremiah 17:5-10
Psalm 1
Luke 16:19-31

Daily Prayer: Returning to God 
Genesis 42:29-38
1 Corinthians 6:12-20
Mark 4:21-34",Normal,Normal,3
"Thomas Cranmer, Bishop, 1556 [6] Red",21/03/2014,,,,TRUE,FALSE,"Thomas Cranmer, Bishop, 1556 [6] Red
Friday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Genesis 37:3-4, 12-28
Psalm 17:1-8
Matthew 21:33-46

Daily Prayer: Returning to God 
Genesis 43:1-15
1 Corinthians 7:1-9
Mark 4:35-41",Normal,Normal,3
"Thomas Ken, Bishop, 1711 [6] White",22/03/2014,,,,TRUE,FALSE,"Thomas Ken, Bishop, 1711 [6] White
Saturday after Second Sunday of Lent
Week of Lent 2

Daily Eucharist
Micah 7:14-20
Psalm 103:1-12
Luke 15:1-3, 11-32

Daily Prayer: Returning to God 
Genesis 43:16-34
1 Corinthians 7:10-24
Mark 5:1-20",Normal,Normal,3
Third Sunday of Lent [1] Violet or Lenten Array,23/03/2014,,,,TRUE,FALSE,"THIRD SUNDAY OF LENT [1] Violet or Lenten Array
Week of Lent 3

Eucharist
Exodus 17:1-7
Psalm 95
Romans 5:1-11
John 4:5-42

Daily Prayer: Returning to God 
Exodus 5:1 - 6:1
Philippians 3:4b-14
Matthew 10:16-22

Alternative Psalms
Morning: Psalm 40
Evening: Psalms 11 and 12

Evening before THE ANNUNCIATION OF THE LORD [2] White
Evening Prayer: Festivals
Genesis 3:1-15
Romans 5:12-21 or Galatians 4:1-7",Normal,Normal,3
"Paul Couturier, Priest, 1953 [6] White",24/03/2014,,,,TRUE,FALSE,"Paul Couturier, Priest, 1953 [6] White
Monday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
2 Kings 5:1-15a
Psalm 42:1-2, 11-15
Luke 4:24-30

Daily Prayer: Returning to God 
Genesis 44:1-17
1 Corinthians 7:25-31
Mark 5:21-43",Normal,Normal,3
THE ANNUNCIATION OF THE LORD [2] White,25/03/2014,,,,TRUE,FALSE,"THE ANNUNCIATION OF THE LORD [2] White

Eucharist
Isaiah 7:10-14
Psalm 40:5-10 or Psalm 45
Hebrews 10:4-10
Luke 1:26-38

Morning Prayer: Festivals
Isaiah 52:7-12
Hebrews 2:5-10

Evening Prayer: Festivals
Wisdom of Solomon 9:1-12
John 1:9-14

--

Tuesday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
Song of the Three 1, 2, 11-20
Psalm 25:3-8
Matthew 18:21-35

Daily Prayer: Returning to God 
Genesis 44:18-34
1 Corinthians 7:32-40
Mark 6:1-13",Normal,Normal,3
Wednesday after Third Sunday of Lent,26/03/2014,,,,TRUE,FALSE,"Wednesday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
Deuteronomy 4:1, 5-10
Psalm 147:13-21
Matthew 5:17-20

Daily Prayer: Returning to God 
Genesis 45:1-15, (16-28)
1 Corinthians 8:1-13
Mark 6:13-29",Normal,Normal,3
Thursday after Third Sunday of Lent,27/03/2014,,,,TRUE,FALSE,"Thursday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
Jeremiah 7:21-28
Psalm 95:1-9
Luke 11:14-23

Daily Prayer: Returning to God 
Genesis 46:1-7, 28-34
1 Corinthians 9:1-15
Mark 6:30-46",Normal,Normal,3
"Patrick Forbes, Bishop, 1636, and the Aberdeen Doctors, Teachers of the Faith [6] White",28/03/2014,,,,TRUE,FALSE,"Patrick Forbes, Bishop, 1636, and the Aberdeen Doctors, Teachers of the Faith [6] White
Friday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
Hosea 14:1-9
Psalm 81
Mark 12:28-34

Daily Prayer: Returning to God 
Genesis 47:1-26, (27-31)
1 Corinthians 9:16-27
Mark 6:47-56",Normal,Normal,3
"John Keble, Priest, 1866 [6] White",29/03/2014,,,,TRUE,FALSE,"John Keble, Priest, 1866 [6] White
Saturday after Third Sunday of Lent
Week of Lent 3

Daily Eucharist
Hosea 5:13 - 6:6
Psalm 51:1-2, 17-20
Luke 18:9-14

Daily Prayer: Returning to God 
Genesis 48:(1-7), 8-22
1 Corinthians 10:1-13
Mark 7:1-23",Normal,Normal,3
Fourth Sunday of Lent [1] Violet or Lenten Array (Mothering Sunday),30/03/2014,,,,TRUE,FALSE,"FOURTH SUNDAY OF LENT [1] Violet or Lenten Array
Week of Lent 4

Daily Eucharist
1 Samuel 16:1-13
Psalm 23
Ephesians 5:8-14
John 9:1-41

MOTHERING SUNDAY
Exodus 2:1-10 or 1 Samuel 1:20-28
Psalm 34 or Psalm 127:1-4
2 Corinthians 1:3-7 or Colossians 3:12-17
Luke 2:33-35 or John 19:25-27

Daily Prayer: Returning to God 
Exodus 6:2-13
Romans 5:1-11
John 12:1-8

Alternative Psalms
Morning: Psalm 31:1-8, (9-16)
Evening: Psalms 13 and 14",Normal,Normal,3
Monday after Fourth Sunday of Lent,31/03/2014,,,,TRUE,FALSE,"Monday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Isaiah 65:17-21
Psalm 30
John 4:43-54

Daily Prayer: Returning to God 
Genesis 49:1-28
1 Corinthians 10:14 - 11:1
Mark 7:24-37",Normal,Normal,3
"Gilbert of Caithness, Bishop, 1245 [6] White",01/04/2014,,,,TRUE,FALSE,"Gilbert of Caithness, Bishop, 1245 [6] White
Tuesday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Ezekiel 47:1-9, 12
Psalm 46
John 5:1-18

Daily Prayer: Returning to God 
Genesis 49:29 - 50:14
1 Corinthians 11:17-34
Mark 8:1-10",Normal,Normal,3
Wednesday after Fourth Sunday of Lent,02/04/2014,,,,TRUE,FALSE,"Wednesday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Isaiah 49:8-15
Psalm 145:8-15
John 5:19-30

Daily Prayer: Returning to God 
Genesis 50:15-26
1 Corinthians 12:1-11
Mark 8:11-26",Normal,Normal,3
Thursday after Fourth Sunday of Lent,03/04/2014,,,,TRUE,FALSE,"Thursday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Exodus 32:7-14
Psalm 103:1-12
John 5:31-47

Daily Prayer: Returning to God 
Exodus 1:6-22
1 Corinthians 12:12-26
Mark 8:27 - 9:1",Normal,Normal,3
Friday after Fourth Sunday of Lent,04/04/2014,,,,TRUE,FALSE,"Friday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Wisdom of Solomon 2:1a, 12-22
Psalm 34:15-22
John 7:1-2, 10, 25-30

Daily Prayer: Returning to God 
Exodus 2:1-22
1 Corinthians 12:27 - 13:3
Mark 9:2-13",Normal,Normal,3
Saturday after Fourth Sunday of Lent,05/04/2014,,,,TRUE,FALSE,"Saturday after Fourth Sunday of Lent
Week of Lent 4

Daily Eucharist
Jeremiah 11:18-20
Psalm 7:1-2, 9-12
John 7:40-53

Daily Prayer: Returning to God 
Exodus 3:1-22
1 Corinthians 13:1-13
Mark 9:14-29",Normal,Normal,3
Fifth Sunday of Lent (Passion Sunday: the beginning of Passiontide) [1] Violet or Lenten Array,06/04/2014,,,,TRUE,FALSE,"Fifth Sunday of Lent (Passion Sunday: the beginning of Passiontide) [1] Violet or Lenten Array
Week of Lent 5

Eucharist
Ezekiel 37:1-14
Psalm 130
Romans 8:6-11
John 11:1-45

Daily Prayer: Returning to God 
Exodus 7:8-24
Romans 5:12-21
Luke 22:1-13

Alternative Psalms
Morning: Psalm 30
Evening: Psalm 34",Normal,Normal,3
Monday after Fifth Sunday of Lent,07/04/2014,,,,TRUE,FALSE,"Monday after Fifth Sunday of Lent
Week of Lent 5

Daily Eucharist
Susanna 1:1-9, 15-17, 19-30, 33-62 or Susanna 1:41c-62
Psalm 23
John 8:1-11

Daily Prayer: Returning to God 
Exodus 4:1-20, (21-31)
1 Corinthians 14:1-19
Mark 9:30-41",Normal,Normal,3
Tuesday after Fifth Sunday of Lent,08/04/2014,,,,TRUE,FALSE,"Tuesday after Fifth Sunday of Lent
Week of Lent 5

Daily Eucharist
Numbers 21:4-9
Psalm 102:1-2, 15-22
John 8:21-30

Daily Prayer: Returning to God 
Exodus 5:1 - 6:1
1 Corinthians 14:20-33a, 39-40
Mark 9:42-50",Normal,Normal,3
