Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
First Sunday of Advent [1] Violet,30/11/2025,,,,TRUE,FALSE,"Sunday 30 November 2025

First Sunday of Advent [1] Violet
Week of Advent 1
Year A/2

EUCHARIST
Isaiah 2:1-5
Psalm 122
Romans 13:11-14
Matthew 24:36-44

DAILY PRAYER: Advent / Anticipation
Isaiah 1:1-20
1 Thessalonians 5:1-11
John 3:1-17

PSALMS
Morning: Psalm 78:19-39
Evening: Psalm 78:40-72

ALTERNATIVE PSALMS
Morning: Psalm 9
Evening: Psalm 25

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.

This Collect may be used to conclude the Intercession throughout Advent, or as the Prayer after Communion as an alternative to the Prayers in section 24 of the Scottish Liturgy 1982.
Almighty God,
give us grace to cast away the works of darkness
and to put on the armour of light,
now in the time of this mortal life,
in which your Son Jesus Christ came to us in great humility:
that on the last day,
when he shall come again in his glorious majesty
to judge the living and the dead,
we may rise to the life immortal;
through him who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.

v1.0.2_2025-11-25
https://www.seccalendar.org.uk/",Normal,Normal,3
"Andrew, Apostle, Patron of Scotland [4] Red (transferred from 30 December)",01/12/2025,,,,TRUE,FALSE,"Monday 1 December 2025

Andrew, Apostle, Patron of Scotland [4] Red (transferred from 30 December)
Monday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (Red)
Deuteronomy 30:11-14 or Isaiah 52:7-10
Psalm 19:1-6
Romans 10:(8b-11), 12-18
Matthew 4:18-22

MORNING PRAYER: Festivals
Isaiah 49:1-6
Psalms 79, 82
1 Corinthians 4:1-16

EVENING PRAYER: Festivals
Isaiah 55:1-5
Psalm 80
John 1:35-42

COLLECT
Almighty God, 
who gave such grace to your apostle Andrew 
that he readily obeyed the call of your Son, Jesus Christ:
give us, who are called by your holy Word,
the grace to follow him without delay,
and to be messengers of the good news of your kingdom;
through the same Jesus Christ, our Lord,
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Nicholas Ferrar, Deacon, 1637 [6] White",02/12/2025,,,,TRUE,FALSE,"Tuesday 2 December 2025

Nicholas Ferrar, Deacon, 1637 [6] White
Tuesday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (White)
Isaiah 11:1-10
Psalm 72:1-8
Luke 10:21-24

DAILY PRAYER: Advent / Anticipation
Amos 3:1-11
2 Peter 1:12-21
Matthew 21:12-22

PSALMS
Morning: Psalm 81
Evening: Psalm 83

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Francis Xavier, Priest and Missionary, 1552 [6] White",03/12/2025,,,,TRUE,FALSE,"Wednesday 3 December 2025

Francis Xavier, Priest and Missionary, 1552 [6] White
Wednesday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (White)
Isaiah 25:6-9
Psalm 23
Matthew 15:29-39

DAILY PRAYER: Advent / Anticipation
Amos 3:12 - 4:5
2 Peter 3:1-10
Matthew 21:23-32

PSALMS
Morning: Psalm 84
Evening: Psalm 85

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Clement of Alexandria, Teacher of the Faith, c.214 [6] White",04/12/2025,,,,TRUE,FALSE,"Thursday 4 December 2025

Clement of Alexandria, Teacher of the Faith, c.214 [6] White
Thursday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (White)
Isaiah 26:6-9
Psalm 118:19-24
Matthew 7:21-27

DAILY PRAYER: Advent / Anticipation
Amos 4:6-13
2 Peter 3:11-18
Matthew 21:33-46

PSALMS
Morning: Psalms 86,87
Evening: Psalm 88

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Charles de Foucauld, Priest and Hermit, 1916 [6] White (transferred from 1 Dec)",05/12/2025,,,,TRUE,FALSE,"Friday 5 December 2025

Charles de Foucauld, Priest and Hermit, 1916 [6] White (transferred from 1 December)
Friday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (White)
Isaiah 29:17-24
Psalm 27:1-6, 17-18
Matthew 9:27-31

DAILY PRAYER: Advent / Anticipation
Amos 5:1-17
Jude 1-16
Matthew 22:1-14

PSALMS
Morning: Psalm 89: 1-18
Evening: Psalm 89:19-52

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
"Nicholas of Myra, Bishop, 4th century [6] White",06/12/2025,,,,TRUE,FALSE,"Saturday 6 December 2025

Nicholas of Myra, Bishop, 4th century [6] White
Saturday after First Sunday of Advent
Week of Advent 1
Year A/2

DAILY EUCHARIST (White)
Isaiah 30:19-21, 23-26
Psalm 147:1-12
Matthew 9:35 - 10:1, 5-8

DAILY PRAYER: Advent / Anticipation
Amos 5:18-27
Jude 17-25
Matthew 22:15-22

PSALMS
Morning: Psalm 90
Evening: Psalm 91

COLLECT
Stir up your power, Lord, and come:
that, with you as our protector,
we may be rescued from our sins;
and with you as our deliverer,
we may be set free;
for you live and reign with God the Father,
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
Second Sunday of Advent [1] Violet,07/12/2025,,,,TRUE,FALSE,"Sunday 7 December 2025

Second Sunday of Advent [1] Violet
Week of Advent 2
Year A/2

EUCHARIST
Isaiah 11:1-10
Psalm 72:1-7, 18-19
Romans 15:4-13
Matthew 3:1-12

DAILY PRAYER: Advent / Anticipation 
1 Kings 22:1-28
Romans 13:11-14
John 1:19-28

PSALMS
Morning: Psalms 92, 93
Evening: Psalm 94

ALTERNATIVE PSALMS
Morning: Psalm 11
Evening: Psalm 40:11-17

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
"The Conception of Mary, Mother of the Lord [5] White",08/12/2025,,,,TRUE,FALSE,"Monday 8 December 2025

The Conception of Mary, Mother of the Lord [5] White
Monday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (White)

Common readings for saints' days
MARY, MOTHER OF THE LORD

Genesis 3:9-15, 20
Psalm 45:10-17
Acts 1:12-14
Luke 1:26-38

or

Isaiah 7:10-14
Psalm 113
Romans 8:18-30
Luke 1:39-47

or

Micah 5:1-4
Psalm 131
Galatians 4:4-7
John 19:25-27

DAILY PRAYER: Festivals

PSALMS
Morning: Psalms 95, 96
Evening: Psalms 97, 98

COLLECT for Mary, Mother of the Lord
Almighty God,
who looked with favour on your servant Mary
and called her to be the mother of your Son:
grant us, we pray, 
the humility which found favour in your sight;
that we, with her, may proclaim the greatness of your name,
and find the mercy shown to those who stand in awe of you;
through Jesus Christ, our Lord, 
who lives and reigns with you,
in the unity of the Holy Spirit,
one God, world without end. ",Normal,Normal,3
"Ambrose of Milan, Bishop and Teacher of the Faith, 397 [6] White (transferred from 7 December)",09/12/2025,,,,TRUE,FALSE,"Tuesday 9 December 2025

Ambrose of Milan, Bishop and Teacher of the Faith, 397 [6] White (transferred from 7 December)
Tuesday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (White)
Isaiah 40:1-11 
Psalm 96 
Matthew 18:12-14 

DAILY PRAYER: Advent / Anticipation 
Amos 7:1-17 
Revelation 1:9-16 
Matthew 22:34-46

PSALMS
Morning: Psalms 99, 100, 101
Evening: Psalm 102

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
Wednesday after Second Sunday of Advent,10/12/2025,,,,TRUE,FALSE,"Wednesday 10 December 2025

Wednesday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (Violet)
Isaiah 40:25-31 
Psalm 103:1-10 
Matthew 11:28-30

DAILY PRAYER: Advent / Anticipation 
Amos 8:1-14
Revelation 1:17 - 2:7
Matthew 23:1-12

PSALMS
Morning: Psalm 103
Evening: Psalm 104

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
Thursday after Second Sunday of Advent,11/12/2025,,,,TRUE,FALSE,"Thursday 11 December 2025

Thursday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (Violet)
Isaiah 41:13-20 
Psalm 145:1-4, 8-13 
Matthew 11:7-15 

DAILY PRAYER: Advent / Anticipation 
Amos 9:1-10
Revelation 2:8-17
Matthew 23:13-26

PSALMS
Morning: Psalm 105: 1-22
Evening: Psalm 105: 23-45

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
Friday after Second Sunday of Advent,12/12/2025,,,,TRUE,FALSE,"Friday 12 December 2025

Friday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (Violet)
Isaiah 48:17-19 
Psalm 1 
Matthew 11:16-19

DAILY PRAYER: Advent / Anticipation 
Haggai 1:1-15
Revelation 2:18-29
Matthew 23:27-39

PSALMS
Morning: 106: 1-18
Evening: 106: 19-48

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
Saturday after Second Sunday of Advent,13/12/2025,,,,TRUE,FALSE,"Saturday 13 December 2025

Saturday after Second Sunday of Advent
Week of Advent 2
Year A/2

DAILY EUCHARIST (Violet)
Sirach 48:1-11
Psalm 80:1-3, 14-18
Matthew 17:9-13

DAILY PRAYER: Advent / Anticipation 
Haggai 2:1-9
Revelation 3:1-6
Matthew 24:1-14

PSALMS
Morning: Psalm 107: 1-22
Evening: Psalm 107: 23-43

COLLECT
Stir up our hearts, Lord, 
to prepare the way of your only-begotten Son: 
that, in his coming,
we might serve you with our hearts made pure; 
through the same Jesus Christ, our Lord, 
who lives and reigns with you, 
in the unity of the Holy Spirit, 
one God, world without end.",Normal,Normal,3
Third Sunday of Advent [1] Violet,14/12/2025,,,,TRUE,FALSE,"Sunday 14 December 2025

Third Sunday of Advent [1] Violet
Week of Advent 3
Year A/2

EUCHARIST
Isaiah 35:1-10
Psalm 146:5-10 or Canticle: Luke 1:47-55
James 5:7-10
Matthew 11:2-11

DAILY PRAYER: Advent / Anticipation 
Isaiah 5:8-30
Acts 13:13-41
John 5:31-40

PSALMS
Morning: Psalms 108, 110
Evening: Psalm 109

ALTERNATIVE PSALMS
Morning: Psalm 12
Evening: Psalm 68:1-8, (9-20)

COLLECT
Stir up our prayers, Lord, and hear us:
that they who are sorrowful and suffering
may rejoice at the Advent of your only-begotten Son;
who lives and reigns with you, 
in the unity of the Holy Spirit,
one God, world without end.",Normal,Normal,3
